init_delta_t,init_sigma_position_memory,weight_memory_decay,spatial_dist_coeff,layout,steps,error
2.0,1.0,0.8000000000000003,2.5,L100,7.76,0.66
2.0,1.0,0.8000000000000003,3.0,L0,8.48,1.54
2.0,1.0,0.8000000000000003,3.0,L50,8.64,1.1
2.0,1.0,0.8000000000000003,3.0,L100,8.4,0.56
2.0,1.0,0.8000000000000003,3.5,L0,9.36,1.5
2.0,1.0,0.8000000000000003,3.5,L50,8.32,1.36
2.0,1.0,0.8000000000000003,3.5,L100,8.4,0.96
2.0,1.0,0.8000000000000003,4.0,L0,9.36,1.72
2.0,1.0,0.8000000000000003,4.0,L50,8.16,1.36
2.0,1.0,0.8000000000000003,4.0,L100,8.72,0.72
2.0,1.0,0.8000000000000003,4.5,L0,9.04,2.12
2.0,1.0,0.8000000000000003,4.5,L50,8.64,1.8
2.0,1.0,0.8000000000000003,4.5,L100,8.24,0.98
2.0,1.0,0.8000000000000003,5.0,L0,10.0,1.84
2.0,1.0,0.8000000000000003,5.0,L50,8.64,1.78
2.0,1.0,0.8000000000000003,5.0,L100,8.88,1.24
2.0,1.5,0.5,1.0,L0,7.12,0.46
2.0,1.5,0.5,1.0,L50,6.88,0.18
2.0,1.5,0.5,1.0,L100,7.04,0.3
2.0,1.5,0.5,1.5,L0,7.44,1.12
2.0,1.5,0.5,1.5,L50,7.12,0.3
2.0,1.5,0.5,1.5,L100,7.6,0.34
2.0,1.5,0.5,2.0,L0,8.0,0.98
2.0,1.5,0.5,2.0,L50,7.2,0.6
2.0,1.5,0.5,2.0,L100,7.2,0.42
2.0,1.5,0.5,2.5,L0,8.64,1.22
2.0,1.5,0.5,2.5,L50,7.92,0.78
2.0,1.5,0.5,2.5,L100,7.52,0.82
2.0,1.5,0.5,3.0,L0,8.4,1.98
2.0,1.5,0.5,3.0,L50,8.24,0.78
2.0,1.5,0.5,3.0,L100,7.28,0.58
2.0,1.5,0.5,3.5,L0,9.52,1.3
2.0,1.5,0.5,3.5,L50,9.6,1.22
2.0,1.5,0.5,3.5,L100,8.16,0.98
2.0,1.5,0.5,4.0,L0,8.4,2.3
2.0,1.5,0.5,4.0,L50,8.4,1.5
2.0,1.5,0.5,4.0,L100,8.24,1.0
2.0,1.5,0.5,4.5,L0,9.76,2.06
2.0,1.5,0.5,4.5,L50,8.8,1.32
2.0,1.5,0.5,4.5,L100,8.56,1.28
2.0,1.5,0.5,5.0,L0,9.44,2.1
2.0,1.5,0.5,5.0,L50,9.12,1.48
2.0,1.5,0.5,5.0,L100,9.04,0.84
2.0,1.5,0.55,1.0,L0,6.88,0.66
2.0,1.5,0.55,1.0,L50,6.48,0.12
2.0,1.5,0.55,1.0,L100,7.52,0.38
2.0,1.5,0.55,1.5,L0,7.44,0.9
2.0,1.5,0.55,1.5,L50,7.44,0.46
2.0,1.5,0.55,1.5,L100,7.12,0.36
2.0,1.5,0.55,2.0,L0,8.64,1.18
2.0,1.5,0.55,2.0,L50,8.16,0.62
2.0,1.5,0.55,2.0,L100,7.28,0.38
2.0,1.5,0.55,2.5,L0,8.96,1.26
2.0,1.5,0.55,2.5,L50,7.76,0.98
2.0,1.5,0.55,2.5,L100,7.68,0.62
2.0,1.5,0.55,3.0,L0,8.64,1.78
2.0,1.5,0.55,3.0,L50,7.92,1.06
2.0,1.5,0.55,3.0,L100,8.56,0.68
2.0,1.5,0.55,3.5,L0,9.04,1.52
2.0,1.5,0.55,3.5,L50,8.64,1.1
2.0,1.5,0.55,3.5,L100,8.16,1.02
2.0,1.5,0.55,4.0,L0,10.24,1.42
2.0,1.5,0.55,4.0,L50,8.32,1.42
2.0,1.5,0.55,4.0,L100,8.16,1.1
2.0,1.5,0.55,4.5,L0,9.12,2.14
2.0,1.5,0.55,4.5,L50,8.4,1.94
2.0,1.5,0.55,4.5,L100,8.32,1.0
2.0,1.5,0.55,5.0,L0,8.0,2.2
2.0,1.5,0.55,5.0,L50,7.92,2.42
2.0,1.5,0.55,5.0,L100,8.88,1.02
2.0,1.5,0.6000000000000001,1.0,L0,7.28,0.68
2.0,1.5,0.6000000000000001,1.0,L50,7.12,0.32
2.0,1.5,0.6000000000000001,1.0,L100,6.8,0.2
2.0,1.5,0.6000000000000001,1.5,L0,6.88,1.14
2.0,1.5,0.6000000000000001,1.5,L50,7.52,0.38
2.0,1.5,0.6000000000000001,1.5,L100,7.36,0.38
2.0,1.5,0.6000000000000001,2.0,L0,8.4,1.32
2.0,1.5,0.6000000000000001,2.0,L50,7.76,0.72
2.0,1.5,0.6000000000000001,2.0,L100,7.36,0.34
2.0,1.5,0.6000000000000001,2.5,L0,8.32,1.2
2.0,1.5,0.6000000000000001,2.5,L50,7.84,0.8
2.0,1.5,0.6000000000000001,2.5,L100,7.68,0.54
2.0,1.5,0.6000000000000001,3.0,L0,8.88,2.1
2.0,1.5,0.6000000000000001,3.0,L50,7.76,1.38
2.0,1.5,0.6000000000000001,3.0,L100,6.96,0.9
2.0,1.5,0.6000000000000001,3.5,L0,8.16,2.34
2.0,1.5,0.6000000000000001,3.5,L50,8.4,0.96
2.0,1.5,0.6000000000000001,3.5,L100,8.32,0.84
2.0,1.5,0.6000000000000001,4.0,L0,8.88,2.04
2.0,1.5,0.6000000000000001,4.0,L50,9.6,1.42
