init_delta_t,init_sigma_position_memory,weight_memory_decay,spatial_dist_coeff,layout,episode_num,steps,error,true_last_word_mjidx,gaze_positions_list,true_last_word_memory_list,gaze_positions_list,all_words_belief_list
3.0,4.5,0.6,3.0,L0,21,78,2.0,27,"[0.3496290249317179, 0.2814720945714833, 0.2628150363329748, 0.3380886846416412, 0.3766325758288266, 0.3976237807502455, 0.4093378618994038, 0.41596680113892026, 0.4197617585461176, 0.42195670183879713, 0.42323711403259767, 0.42398873423185757, 0.4244314206170767, 0.4246920014859895, 0.4248444353749412, 0.262116035400209, 0.2754819966669732, 0.3523614401438283, 0.24553992039566563]","[0.17082853840049236, 0.16958044540732878, 0.16843428039357503, 0.16737684545757817, 0.1663972258699793, 0.16548630459726885, 0.16463639761280838, 0.16384097594730873, 0.1630944510613021, 0.1623920071369818, 0.16172946860875775, 0.16110319448835733, 0.1605099932954515, 0.15994705400001913, 0.15941188952683355, 0.1589022902036553, 0.15841628514573516, 0.1579521100233496, 0.15750818000005734]","[27, 26, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 26, 27, 28, 29]","[array([0.02563598, 0.17065849, 0.34962902, 0.17065849, 0.02035181,
       0.08421717, 0.11647061, 0.03936132, 0.00173283, 0.00657441,
       0.01079528, 0.0039146 ]), array([0.09864013, 0.28147209, 0.26247525, 0.04545043, 0.07867474,
       0.13130459, 0.07677037, 0.00889331, 0.00633215, 0.00643019,
       0.00325389, 0.00030285]), array([2.62815036e-01, 2.89249073e-01, 7.29820079e-02, 4.11903693e-03,
       2.00310750e-01, 1.28150484e-01, 2.05673432e-02, 8.19470667e-04,
       1.49973024e-02, 5.36029114e-03, 6.11542222e-04, 1.76623680e-05]), array([3.38088685e-01, 2.43599986e-01, 3.81857414e-02, 2.91233916e-03,
       2.38835791e-01, 1.05567737e-01, 1.17982244e-02, 6.13759460e-04,
       1.56123197e-02, 4.38020567e-03, 3.91000927e-04, 1.42106549e-05]), array([3.76632576e-01, 2.12852977e-01, 3.25232715e-02, 2.76561620e-03,
       2.50833475e-01, 9.32075173e-02, 1.05933958e-02, 5.97099339e-04,
       1.54589052e-02, 4.13731402e-03, 3.83249555e-04, 1.46034660e-05]), array([3.97623781e-01, 1.95917974e-01, 3.12801285e-02, 2.71241554e-03,
       2.53819943e-01, 8.76019851e-02, 1.04134569e-02, 5.98073242e-04,
       1.54671004e-02, 4.15385566e-03, 3.95924752e-04, 1.53621738e-05]), array([4.09337862e-01, 1.86921530e-01, 3.08110723e-02, 2.68376963e-03,
       2.53733715e-01, 8.51928448e-02, 1.04068417e-02, 6.03340041e-04,
       1.56328348e-02, 4.24803810e-03, 4.11937917e-04, 1.62138744e-05]), array([4.15966801e-01, 1.82090553e-01, 3.05424516e-02, 2.66522334e-03,
       2.52779089e-01, 8.42065675e-02, 1.04449485e-02, 6.10035534e-04,
       1.58830135e-02, 4.36543721e-03, 4.28784246e-04, 1.70953795e-05]), array([4.19761759e-01, 1.79393665e-01, 3.03532356e-02, 2.65169906e-03,
       2.51750473e-01, 8.38501178e-02, 1.04986441e-02, 6.17176575e-04,
       1.61703968e-02, 4.48909838e-03, 4.45751397e-04, 1.79834259e-05]), array([4.21956702e-01, 1.77788459e-01, 3.02043417e-02, 2.64092086e-03,
       2.50888816e-01, 8.37744087e-02, 1.05577013e-02, 6.24342435e-04,
       1.64699139e-02, 4.61298603e-03, 4.62540870e-04, 1.88670291e-05]), array([4.23237114e-01, 1.76747980e-01, 3.00787131e-02, 2.63176236e-03,
       2.50228899e-01, 8.38240653e-02, 1.06176512e-02, 6.31342848e-04,
       1.67690491e-02, 4.73466910e-03, 4.79012759e-04, 1.97405248e-05]), array([4.23988734e-01, 1.76006368e-01, 2.99678100e-02, 2.62363713e-03,
       2.49739721e-01, 8.39285667e-02, 1.06764354e-02, 6.38095117e-04,
       1.70618080e-02, 4.85312119e-03, 4.95102560e-04, 2.06009349e-05]), array([4.24431421e-01, 1.75428741e-01, 2.98670523e-02, 2.61622665e-03,
       2.49377935e-01, 8.40552497e-02, 1.07331349e-02, 6.44568759e-04,
       1.73455001e-02, 4.96793969e-03, 5.10784155e-04, 2.14467203e-05]), array([4.24692001e-01, 1.74945861e-01, 2.97738463e-02, 2.60934968e-03,
       2.49105602e-01, 8.41887490e-02, 1.07873889e-02, 6.50758743e-04,
       1.76190945e-02, 5.07901980e-03, 5.26051382e-04, 2.22771369e-05]), array([4.24844435e-01, 1.74521530e-01, 2.96866369e-02, 2.60289739e-03,
       2.48894122e-01, 8.43218050e-02, 1.08391119e-02, 6.56672194e-04,
       1.78823865e-02, 5.18640243e-03, 5.40908499e-04, 2.30918915e-05]), array([2.57024934e-01, 2.62116035e-01, 1.10894395e-01, 2.42069505e-02,
       1.50443093e-01, 1.27118645e-01, 4.07863647e-02, 6.17405543e-03,
       1.09695016e-02, 7.96299084e-03, 2.08032642e-03, 2.22707580e-04]), array([0.05783987, 0.24482562, 0.275482  , 0.12561809, 0.03612353,
       0.11515556, 0.09752687, 0.03183745, 0.00302148, 0.00682245,
       0.00460963, 0.00113746]), array([4.20347253e-03, 7.61909544e-02, 3.25576674e-01, 3.52361440e-01,
       3.13878045e-03, 3.56309804e-02, 1.08043633e-01, 8.51234613e-02,
       3.37333499e-04, 2.14985139e-03, 4.49348957e-03, 2.74992910e-03]), array([2.01582786e-01, 1.92828576e-01, 9.15111075e-02, 9.63212806e-03,
       2.45539920e-01, 1.48909446e-01, 4.37073383e-02, 3.22144104e-03,
       4.39679069e-02, 1.63544873e-02, 2.61266706e-03, 1.32195211e-04])]"
3.0,4.5,0.6,3.0,L0,22,14,3.0,25,"[0.3881794541406371, 0.3380206794744575, 0.3489355336109519]","[0.24228230294217007, 0.2400471833731285, 0.23799375966794206]","[26, 27, 28]","[array([2.15529043e-01, 3.88179454e-01, 1.72430931e-01, 2.38888451e-02,
       6.86822140e-02, 8.61560176e-02, 2.72612077e-02, 2.29629507e-03,
       4.40558947e-03, 7.98096031e-03, 2.99511590e-03, 1.94326502e-04]), array([6.86786559e-02, 3.40913027e-01, 3.38020679e-01, 1.10870147e-01,
       2.04657646e-02, 6.49125086e-02, 4.29583367e-02, 8.73975715e-03,
       6.87630381e-04, 2.32219930e-03, 1.32709180e-03, 1.04202602e-04]), array([7.57676021e-03, 1.17903434e-01, 4.24536662e-01, 3.48935534e-01,
       2.37185851e-03, 2.13175122e-02, 4.92375631e-02, 2.66262804e-02,
       7.76118845e-05, 4.45729755e-04, 7.54595503e-04, 2.16459226e-04])]"
3.0,4.5,0.6,3.0,L0,23,14,3.0,25,"[0.3881794541406371, 0.3380206794744575, 0.3489355336109519]","[0.24228230294217007, 0.2400471833731285, 0.23799375966794206]","[26, 27, 28]","[array([2.15529043e-01, 3.88179454e-01, 1.72430931e-01, 2.38888451e-02,
       6.86822140e-02, 8.61560176e-02, 2.72612077e-02, 2.29629507e-03,
       4.40558947e-03, 7.98096031e-03, 2.99511590e-03, 1.94326502e-04]), array([6.86786559e-02, 3.40913027e-01, 3.38020679e-01, 1.10870147e-01,
       2.04657646e-02, 6.49125086e-02, 4.29583367e-02, 8.73975715e-03,
       6.87630381e-04, 2.32219930e-03, 1.32709180e-03, 1.04202602e-04]), array([7.57676021e-03, 1.17903434e-01, 4.24536662e-01, 3.48935534e-01,
       2.37185851e-03, 2.13175122e-02, 4.92375631e-02, 2.66262804e-02,
       7.76118845e-05, 4.45729755e-04, 7.54595503e-04, 2.16459226e-04])]"
3.0,4.5,0.6,3.0,L0,24,6,3.0,26,[0.288810296496332],[0.19728727731657006],[29],"[array([3.19669178e-01, 1.75358886e-01, 3.02139322e-02, 2.27053379e-03,
       2.88810296e-01, 1.02257751e-01, 1.01327471e-02, 4.25618117e-04,
       5.17322573e-02, 1.79259088e-02, 1.18568859e-03, 1.72015814e-05])]"
3.0,4.5,0.6,3.0,L0,25,10,1.0,35,"[0.13243725151554342, 0.38054128004462234]","[0.19728727731657003, 0.19576223701628293]","[30, 34]","[array([0.01312734, 0.03389355, 0.01607225, 0.0024882 , 0.04244849,
       0.13243725, 0.09697995, 0.02399126, 0.13575632, 0.30336672,
       0.16924302, 0.03019563]), array([0.00258374, 0.01063609, 0.00426023, 0.00090631, 0.02656934,
       0.10739878, 0.07204969, 0.01707982, 0.15304551, 0.38054128,
       0.19240542, 0.03252378])]"
3.0,4.5,0.6,3.0,L0,26,30,3.0,25,"[0.49167056683689864, 0.5302523636623411, 0.5468402596384405, 0.5538182642144927, 0.3329873543913335, 0.31720832227224227, 0.3585757287625719]","[0.24228230294217007, 0.2400471833731285, 0.23799375966794206, 0.23609861317606845, 0.23434235421334643, 0.23270877098523765, 0.23118418868648818]","[25, 25, 25, 25, 26, 27, 28]","[array([4.91670567e-01, 2.38576298e-01, 3.54451767e-02, 2.32066737e-03,
       1.57670776e-01, 5.21408743e-02, 4.84268523e-03, 1.81180016e-04,
       1.24583825e-02, 4.40016010e-03, 2.89407417e-04, 3.82618568e-06]), array([5.30252364e-01, 2.28184225e-01, 3.22150530e-02, 2.21361481e-03,
       1.52022682e-01, 4.37277496e-02, 4.00388920e-03, 1.74218519e-04,
       5.81709730e-03, 1.32809661e-03, 5.95932262e-05, 1.41741653e-06]), array([5.46840260e-01, 2.20860016e-01, 3.14568562e-02, 2.19386937e-03,
       1.48341755e-01, 4.11368391e-02, 4.01228896e-03, 1.80616694e-04,
       4.09325565e-03, 8.28745890e-04, 5.39155363e-05, 1.58198583e-06]), array([5.53818264e-01, 2.16500626e-01, 3.11882242e-02, 2.19056492e-03,
       1.46707555e-01, 4.06886827e-02, 4.11093167e-03, 1.87953115e-04,
       3.75998264e-03, 7.86815973e-04, 5.86266276e-05, 1.77323557e-06]), array([3.48028010e-01, 3.32987354e-01, 1.20291413e-01, 2.11350854e-02,
       9.15858463e-02, 6.38046535e-02, 1.63479963e-02, 1.88341329e-03,
       2.38456540e-03, 1.28493722e-03, 2.47703968e-04, 1.90218416e-05]), array([8.90343386e-02, 3.32709277e-01, 3.17208322e-01, 1.17810558e-01,
       2.47854451e-02, 6.27573798e-02, 4.23058823e-02, 1.06857794e-02,
       7.43067740e-04, 1.23169372e-03, 6.16977173e-04, 1.11279339e-04]), array([7.78501679e-03, 1.15419394e-01, 4.09013864e-01, 3.58575729e-01,
       2.50556086e-03, 2.18676551e-02, 5.17891095e-02, 3.15161464e-02,
       9.47967147e-05, 4.44441973e-04, 6.82133792e-04, 3.06152085e-04])]"
3.0,4.5,0.6,3.0,L0,27,14,0.0,34,"[0.2089335533275849, 0.13613102853147238, 0.33333929342304747]","[0.17082853840049234, 0.16958044540732875, 0.16843428039357503]","[31, 30, 34]","[array([0.00088136, 0.01319442, 0.03789733, 0.02441336, 0.00783662,
       0.07552986, 0.20893355, 0.13869135, 0.02360327, 0.13075533,
       0.2331994 , 0.10506413]), array([0.00125323, 0.01219276, 0.02105925, 0.00567471, 0.03289445,
       0.13613103, 0.17676001, 0.04261608, 0.10587995, 0.24409078,
       0.19008875, 0.031359  ]), array([0.00069786, 0.00556392, 0.00686685, 0.00182045, 0.03237451,
       0.12994497, 0.11380126, 0.02154728, 0.14652793, 0.33333929,
       0.182349  , 0.02516667])]"
3.0,4.5,0.6,3.0,L0,28,6,5.0,31,[0.17626062575315618],[0.14358691513360786],[36],"[array([1.68040221e-04, 3.74269908e-03, 3.39615528e-02, 9.15041157e-02,
       2.05724892e-03, 2.86306662e-02, 1.80748919e-01, 3.42812934e-01,
       2.53232920e-03, 2.34280576e-02, 1.14152812e-01, 1.76260626e-01])]"
3.0,4.5,0.6,3.0,L0,29,30,1.0,34,"[0.17597032241906566, 0.05788743839717139, 0.3704694960622769, 0.19579498815101426, 0.1263743779380394, 0.10981832937172512, 0.4368331920688974]","[0.17082853840049234, 0.16958044540732875, 0.16843428039357503, 0.1673768454575782, 0.1663972258699793, 0.16548630459726887, 0.16463639761280838]","[29, 28, 32, 31, 30, 29, 33]","[array([5.34645004e-02, 2.41753116e-02, 3.05674986e-03, 3.57606751e-04,
       1.75970322e-01, 1.18935999e-01, 2.58690456e-02, 2.87403076e-03,
       3.65470028e-01, 1.95538154e-01, 3.19520316e-02, 2.33621954e-03]), array([0.00169768, 0.00899762, 0.02054452, 0.05788744, 0.00584853,
       0.05320055, 0.16819275, 0.30751886, 0.00820486, 0.05956938,
       0.14132076, 0.16701705]), array([4.06551390e-05, 1.48454131e-03, 1.34989163e-02, 5.35498025e-02,
       7.96734156e-04, 1.81437986e-02, 1.47368599e-01, 3.70469496e-01,
       2.42714006e-03, 2.99991544e-02, 1.43298235e-01, 2.18922927e-01]), array([2.31007960e-04, 2.82840247e-03, 1.57556285e-02, 2.94089200e-02,
       6.59360028e-03, 4.99436492e-02, 1.95794988e-01, 2.37258771e-01,
       2.07249610e-02, 9.53796676e-02, 2.03761558e-01, 1.42318846e-01]), array([0.0013071 , 0.00679081, 0.01383638, 0.00691555, 0.03624251,
       0.12637438, 0.18202615, 0.05835048, 0.10988492, 0.23278728,
       0.18818002, 0.03730442]), array([0.00388087, 0.00819649, 0.00450318, 0.00062141, 0.10981833,
       0.16049476, 0.05932222, 0.00468922, 0.3097691 , 0.27381496,
       0.06137261, 0.00351686]), array([2.52973504e-03, 3.66043298e-03, 1.28759568e-03, 2.14998432e-04,
       1.14398580e-01, 1.10257957e-01, 2.24228494e-02, 2.21115912e-03,
       4.36833192e-01, 2.65172617e-01, 3.83186989e-02, 2.69218516e-03])]"
3.0,4.5,0.6,3.0,L0,30,6,3.0,36,[0.46947934454965956],[0.24228230294216996],[33],"[array([1.64350483e-02, 6.82888896e-03, 6.11438383e-04, 5.38630840e-05,
       8.02418012e-02, 5.11239236e-02, 1.18131221e-02, 1.61932076e-03,
       4.69479345e-01, 2.99316883e-01, 5.73285042e-02, 5.14786174e-03])]"
3.0,4.5,0.6,3.0,L0,31,6,7.0,27,[0.09417322776411716],[0.17082853840049236],[34],"[array([0.06950736, 0.149734  , 0.08684666, 0.01670788, 0.15742538,
       0.23996987, 0.08620109, 0.00875916, 0.05501498, 0.09417323,
       0.03347532, 0.00218507])]"
3.0,4.5,0.6,3.0,L0,32,6,2.0,30,[0.3194574672731156],[0.14358691513360786],[32],"[array([0.00051357, 0.01044267, 0.09145663, 0.23228968, 0.00260189,
       0.03227507, 0.18462752, 0.31945747, 0.00131669, 0.01044267,
       0.04525916, 0.06931699])]"
3.0,4.5,0.6,3.0,L0,33,6,3.0,26,[0.288810296496332],[0.19728727731657006],[29],"[array([3.19669178e-01, 1.75358886e-01, 3.02139322e-02, 2.27053379e-03,
       2.88810296e-01, 1.02257751e-01, 1.01327471e-02, 4.25618117e-04,
       5.17322573e-02, 1.79259088e-02, 1.18568859e-03, 1.72015814e-05])]"
3.0,4.5,0.6,3.0,L0,34,10,1.0,28,"[0.448687341878834, 0.2958606263274793]","[0.15551393749492284, 0.1543418872356758]","[28, 29]","[array([1.80073691e-03, 2.89002801e-02, 2.10970546e-01, 4.48687342e-01,
       2.35094690e-03, 2.27237973e-02, 1.04006839e-01, 1.52848606e-01,
       3.05659268e-04, 1.98979974e-03, 9.06779021e-03, 1.63476572e-02]), array([0.15174076, 0.1472098 , 0.0758853 , 0.01230605, 0.29586063,
       0.17502261, 0.05212672, 0.00540006, 0.05913436, 0.02098008,
       0.00393835, 0.00039527])]"
3.0,4.5,0.6,3.0,L0,35,14,0.0,31,"[0.2958376279820475, 0.1402248713014046, 0.2866491630732659]","[0.14358691513360786, 0.14239091702668963, 0.1413021086932789]","[28, 27, 31]","[array([0.00036795, 0.00955428, 0.10425112, 0.29583763, 0.00192238,
       0.02658781, 0.16598887, 0.31333335, 0.00103625, 0.00841253,
       0.03126666, 0.04144117]), array([0.00318112, 0.02793412, 0.14022487, 0.19945002, 0.01680775,
       0.08800202, 0.23106439, 0.19865357, 0.00910515, 0.02829343,
       0.03816135, 0.01912219]), array([0.00256944, 0.02630096, 0.11886149, 0.10918997, 0.01936467,
       0.11818852, 0.28664916, 0.16357358, 0.01515609, 0.05186281,
       0.06493382, 0.0233495 ])]"
3.0,4.5,0.6,3.0,L0,36,6,0.0,29,[0.37723821405601243],[0.14720590757510899],[29],"[array([1.29050839e-01, 8.88078491e-02, 1.99438424e-02, 2.09320062e-03,
       3.77238214e-01, 1.79410800e-01, 2.52901933e-02, 1.60231449e-03,
       1.29050839e-01, 4.35781774e-02, 3.80447647e-03, 1.29254178e-04])]"
3.0,4.5,0.6,3.0,L0,37,14,1.0,28,"[0.26411943931684884, 0.2121422602913078, 0.3404075281552989]","[0.15551393749492284, 0.1543418872356758, 0.1532695838987229]","[26, 25, 29]","[array([0.10432955, 0.26411944, 0.15807474, 0.02972087, 0.11945509,
       0.19464903, 0.07828384, 0.00953357, 0.01554493, 0.01946878,
       0.00633491, 0.00048525]), array([2.12142260e-01, 2.49475128e-01, 5.34729033e-02, 3.79828654e-03,
       2.42679682e-01, 1.72087594e-01, 2.49519554e-02, 1.19238179e-03,
       2.70942890e-02, 1.18319797e-02, 1.23484000e-03, 3.86994072e-05]), array([2.11248950e-01, 1.65674772e-01, 2.64148378e-02, 2.33536763e-03,
       3.40407528e-01, 1.66562681e-01, 1.93933379e-02, 1.13929214e-03,
       4.95577781e-02, 1.57317342e-02, 1.47465672e-03, 5.90649665e-05])]"
3.0,4.5,0.6,3.0,L0,38,10,0.0,30,"[0.3591047305955705, 0.26280043429588157]","[0.14358691513360786, 0.14239091702668963]","[29, 30]","[array([9.21777115e-02, 6.38095734e-02, 1.49490700e-02, 1.73372080e-03,
       3.59104731e-01, 1.88915230e-01, 2.97645756e-02, 2.13228003e-03,
       1.76956678e-01, 6.38095734e-02, 6.38090543e-03, 2.65951452e-04]), array([0.0479047 , 0.0787307 , 0.04771707, 0.01470499, 0.232013  ,
       0.26280043, 0.09570265, 0.01804952, 0.10247297, 0.0787307 ,
       0.01890679, 0.00226646])]"
3.0,4.5,0.6,3.0,L0,39,6,0.0,36,[0.4916705668368986],[0.24228230294216996],[36],"[array([3.82618568e-06, 2.89407417e-04, 4.40016010e-03, 1.24583825e-02,
       1.81180016e-04, 4.84268523e-03, 5.21408743e-02, 1.57670776e-01,
       2.32066737e-03, 3.54451767e-02, 2.38576298e-01, 4.91670567e-01])]"
3.0,4.5,0.6,3.0,L0,40,18,0.0,33,"[0.21780577831312073, 0.09595032001952782, 0.3950610079537026, 0.3473263981913839]","[0.15551393749492282, 0.15434188723567582, 0.15326958389872292, 0.1522837321447541]","[29, 28, 32, 33]","[array([0.05307088, 0.02679178, 0.00450396, 0.0005922 , 0.21780578,
       0.14429097, 0.0298576 , 0.00300197, 0.33401   , 0.16105996,
       0.02349609, 0.0015188 ]), array([0.00171031, 0.01141278, 0.03667794, 0.09595032, 0.00736099,
       0.06548825, 0.19490031, 0.31937302, 0.00734323, 0.04813295,
       0.10296406, 0.10868583]), array([7.53632574e-05, 2.45505926e-03, 2.51187356e-02, 9.06988537e-02,
       1.20826996e-03, 2.41096102e-02, 1.76319536e-01, 3.95061008e-01,
       2.35808993e-03, 2.57547929e-02, 1.08937086e-01, 1.47903595e-01]), array([0.00422142, 0.00719111, 0.00597001, 0.0016221 , 0.11558024,
       0.12602485, 0.07118424, 0.01241102, 0.3473264 , 0.23056926,
       0.07079605, 0.00710331])]"
3.0,4.5,0.6,3.0,L0,41,10,0.0,30,"[0.3591047305955705, 0.26280043429588157]","[0.14358691513360786, 0.14239091702668963]","[29, 30]","[array([9.21777115e-02, 6.38095734e-02, 1.49490700e-02, 1.73372080e-03,
       3.59104731e-01, 1.88915230e-01, 2.97645756e-02, 2.13228003e-03,
       1.76956678e-01, 6.38095734e-02, 6.38090543e-03, 2.65951452e-04]), array([0.0479047 , 0.0787307 , 0.04771707, 0.01470499, 0.232013  ,
       0.26280043, 0.09570265, 0.01804952, 0.10247297, 0.0787307 ,
       0.01890679, 0.00226646])]"
3.0,4.5,0.6,3.0,L0,42,10,0.0,30,"[0.3591047305955705, 0.26280043429588157]","[0.14358691513360786, 0.14239091702668963]","[29, 30]","[array([9.21777115e-02, 6.38095734e-02, 1.49490700e-02, 1.73372080e-03,
       3.59104731e-01, 1.88915230e-01, 2.97645756e-02, 2.13228003e-03,
       1.76956678e-01, 6.38095734e-02, 6.38090543e-03, 2.65951452e-04]), array([0.0479047 , 0.0787307 , 0.04771707, 0.01470499, 0.232013  ,
       0.26280043, 0.09570265, 0.01804952, 0.10247297, 0.0787307 ,
       0.01890679, 0.00226646])]"
3.0,4.5,0.6,3.0,L0,43,14,1.0,36,"[0.2352882578153484, 0.10719730981068168, 0.3760416544286993]","[0.24228230294216996, 0.24004718337312844, 0.23799375966794206]","[32, 31, 35]","[array([1.19816589e-05, 9.96622855e-04, 1.53767624e-02, 4.21534677e-02,
       2.42331618e-04, 6.78481506e-03, 7.68447225e-02, 2.35288258e-01,
       2.03375803e-03, 3.03566409e-02, 1.95343117e-01, 3.94567523e-01]), array([2.80184605e-05, 7.05894836e-04, 1.01211146e-02, 1.75433209e-02,
       2.24417710e-03, 2.14869483e-02, 1.07197310e-01, 1.59575058e-01,
       1.89334202e-02, 1.09110236e-01, 2.91974040e-01, 2.61080462e-01]), array([1.61311709e-05, 3.14181997e-04, 3.60524706e-03, 4.49241274e-03,
       1.87451026e-03, 2.06863760e-02, 9.39200685e-02, 9.35379031e-02,
       2.24008888e-02, 1.48907702e-01, 3.76041654e-01, 2.34202924e-01])]"
3.0,4.5,0.6,3.0,L0,44,6,0.0,36,[0.4916705668368986],[0.24228230294216996],[36],"[array([3.82618568e-06, 2.89407417e-04, 4.40016010e-03, 1.24583825e-02,
       1.81180016e-04, 4.84268523e-03, 5.21408743e-02, 1.57670776e-01,
       2.32066737e-03, 3.54451767e-02, 2.38576298e-01, 4.91670567e-01])]"
3.0,4.5,0.6,3.0,L0,45,26,0.0,33,"[0.09725430023813776, 0.24625721524163333, 0.15687010515934596, 0.0950149503532588, 0.3839057727597955, 0.3431440634572315]","[0.15551393749492282, 0.15434188723567582, 0.15326958389872292, 0.1522837321447541, 0.1513733870055071, 0.15052944566602405]","[26, 30, 29, 28, 32, 33]","[array([0.03491259, 0.0972543 , 0.05534179, 0.0108595 , 0.0837978 ,
       0.23319305, 0.15129274, 0.03112546, 0.08267471, 0.14333692,
       0.06629582, 0.00991533]), array([0.01392258, 0.06003639, 0.02879695, 0.00566712, 0.07369824,
       0.24625722, 0.14114029, 0.02681218, 0.10824038, 0.19657757,
       0.08597351, 0.01287757]), array([0.01531155, 0.03623956, 0.00724602, 0.00077404, 0.15687011,
       0.23029242, 0.04954986, 0.0038188 , 0.26156258, 0.2028434 ,
       0.03357206, 0.00191961]), array([0.0005965 , 0.01372347, 0.03968507, 0.09501495, 0.00564579,
       0.08127395, 0.20111926, 0.30059466, 0.00603271, 0.05037024,
       0.10197396, 0.10396943]), array([7.21640758e-05, 2.83011381e-03, 2.72468817e-02, 9.24245250e-02,
       1.22289375e-03, 2.63722980e-02, 1.80880380e-01, 3.83905773e-01,
       2.34327520e-03, 2.60468073e-02, 1.09481405e-01, 1.47173484e-01]), array([0.00467702, 0.00784093, 0.00637634, 0.00166153, 0.11754275,
       0.12822556, 0.07189153, 0.01213472, 0.34314406, 0.22871199,
       0.07069621, 0.00709738])]"
3.0,4.5,0.6,3.0,L0,46,18,0.0,30,"[0.3564238614009161, 0.1868581736094185, 0.1125212003731204, 0.2824632821674977]","[0.14358691513360786, 0.14239091702668963, 0.1413021086932789, 0.14030574304882357]","[28, 27, 26, 30]","[array([0.00066848, 0.01440597, 0.13667906, 0.35642386, 0.0022261 ,
       0.02717923, 0.15100022, 0.25790458, 0.00074637, 0.00547995,
       0.0198993 , 0.02738688]), array([0.00576431, 0.04426963, 0.18685817, 0.23675218, 0.01908905,
       0.08857962, 0.20456326, 0.15708669, 0.00648011, 0.01789747,
       0.02195192, 0.01070758]), array([0.03115968, 0.1125212 , 0.17328942, 0.05708267, 0.0989898 ,
       0.21406274, 0.18273471, 0.03745125, 0.03270807, 0.03980679,
       0.01783611, 0.00235755]), array([0.02848628, 0.10761259, 0.10336932, 0.01975126, 0.12566257,
       0.28246328, 0.16098467, 0.02207789, 0.05494905, 0.06810374,
       0.02389725, 0.0026421 ])]"
3.0,4.5,0.6,3.0,L0,47,10,1.0,30,"[0.17626062575315615, 0.3917460554174306]","[0.14358691513360786, 0.14239091702668963]","[25, 29]","[array([1.76260626e-01, 1.14152812e-01, 2.34280576e-02, 2.53232920e-03,
       3.42812934e-01, 1.80748919e-01, 2.86306662e-02, 2.05724892e-03,
       9.15041157e-02, 3.39615528e-02, 3.74269908e-03, 1.68040221e-04]), array([1.32726810e-01, 7.37739921e-02, 1.42038827e-02, 1.66704017e-03,
       3.91746055e-01, 1.79918878e-01, 2.67419438e-02, 2.03577901e-03,
       1.27975971e-01, 4.38961294e-02, 5.05872657e-03, 2.54791212e-04])]"
3.0,4.5,0.6,3.0,L0,48,14,1.0,34,"[0.16680025260838693, 0.11491524609563175, 0.4343406938462594]","[0.17082853840049234, 0.16958044540732875, 0.16843428039357503]","[30, 29, 33]","[array([0.0130863 , 0.03513359, 0.01893947, 0.00381974, 0.05590644,
       0.16680025, 0.11719256, 0.02692506, 0.13516566, 0.27048215,
       0.13516566, 0.02138311]), array([0.01251235, 0.02131274, 0.00441136, 0.00047039, 0.11491525,
       0.16902185, 0.04319392, 0.0037726 , 0.30627038, 0.27165851,
       0.04945471, 0.00300593]), array([5.29898663e-03, 6.23926058e-03, 1.12500574e-03, 1.90870824e-04,
       1.14063629e-01, 1.11427561e-01, 2.03968276e-02, 2.20216262e-03,
       4.34340694e-01, 2.64951668e-01, 3.70767019e-02, 2.68663148e-03])]"
3.0,4.5,0.6,3.0,L0,49,6,1.0,34,[0.31361140125604975],[0.17082853840049234],[35],"[array([3.06590763e-04, 4.41930059e-03, 1.31341541e-02, 9.72239964e-03,
       6.06640931e-03, 5.62514835e-02, 1.53715030e-01, 1.04364028e-01,
       2.92381183e-02, 1.71180475e-01, 3.13611401e-01, 1.37990609e-01])]"
